Gen	Mut	Fit
1	9	0.0170558414636
1	13	0.00476680959413
1	10	0.10579952714
1	16	0.00723396662311
1	7	0.0427730429437
1	7	0.00461306422385
1	13	0.0118288113937
1	18	1.62152147276e-06
1	9	0.0442831970959
1	7	0.0997020907702
1	11	0.0409257438761
1	5	0.0856241069151
1	8	0.0129831273982
1	13	0.00242696938094
1	5	0.756942301943
1	14	0.00265504414533
1	13	0.00167189106261
1	7	0.00104241318236
1	10	0.0833588801389
1	6	0.080511013291
1	11	5.31999302447e-05
1	11	0.0019299829257
1	6	0.00235044428203
1	17	0.00314658059772
1	14	0.0011082860537
1	11	0.0747209160297
1	11	0.0597907715371
1	13	0.000407778749494
1	10	0.0289007315361
1	11	0.000995981497709
1	9	0.0407393443139
1	12	0.0032958958977
1	11	0.00674939164421
1	5	0.226417521756
1	4	0.000444929371162
1	9	0.00498928310638
1	10	0.0134853182779
1	11	0.0176911958389
1	8	0.529159805627
1	9	0.00473207774527
1	12	0.0125479520397
1	12	0.00542132271113
1	13	0.00668235097802
1	13	0.000190020409682
1	9	0.238589702596
1	8	0.100109535154
1	11	0.00321265089405
1	9	0.0315939008239
1	10	0.0276293145123
1	9	0.0118928926161
1	9	0.0226340829163
1	10	0.00244298735301
1	11	0.0145911080314
1	9	0.000330003916447
1	10	0.0473418356682
1	7	0.0480604597098
1	9	0.0400215808483
1	10	0.00884198276976
1	10	0.015480404492
1	10	0.0295809760641
1	12	0.00342950187981
1	10	0.00630465740596
1	10	0.00567466064138
1	10	0.00110010308449
1	12	6.70444343845e-05
1	8	0.0435176279532
1	15	0.00099722447983
1	11	0.00239707674263
1	15	0.00377426540694
1	18	0.000652367361302
1	12	0.0455749016243
1	11	0.0116840294456
1	7	0.116447942065
1	12	0.011912196671
1	11	0.00431602760802
1	9	0.0741699160638
1	9	0.00183672348287
1	11	0.034319724423
1	13	0.343861058385
1	15	0.00263275253976
1	12	0.000960762746618
1	10	0.000921743798245
1	14	0.0260082023498
1	9	0.0387531384284
1	10	3.25190364143e-05
1	17	0.000952399927791
1	11	0.0261810189208
1	7	0.161559609641
1	10	0.0420054997148
1	9	0.0390969804878
1	10	0.00854233061331
1	11	0.00068860790664
1	14	0.00224549734465
1	12	0.00677758141261
1	7	0.269423105362
1	14	0.00346772298774
1	11	0.0295463494027
1	5	0.341532996181
1	16	0.00119781929787
1	11	0.017798812191
1	12	0.00211638119603
1	16	0.00096621204917
1	8	0.0128146504496
1	15	0.00950277693034
1	6	0.00212236731953
1	13	0.00666153389627
1	11	0.0338100360866
1	8	0.0180349390101
1	16	0.0084531223352
1	9	0.0107543383576
1	14	7.94618256124e-06
1	17	1.99325355767e-05
1	12	0.00279761262817
1	10	0.0191868182016
1	15	0.00978014198762
1	12	9.65994428449e-05
1	9	0.0156606567637
1	5	0.172147944647
1	6	0.379288478601
1	10	0.0244050002166
1	10	0.0902138722095
1	9	0.00977305483108
1	18	1.70967389578e-05
1	11	0.045013481156
1	9	0.0519252885729
1	9	0.00247956594982
1	6	0.164823600577
1	15	0.0161961685726
1	10	0.00728719530199
1	12	0.0171515351682
1	11	0.0096528370357
1	12	0.00496809018729
1	12	0.0226402469398
1	9	0.0186030672944
1	10	0.104003129978
1	11	0.00184481175842
1	10	0.00720660647035
1	13	0.00044200322651
1	8	0.10259844921
1	8	0.00521421007948
1	10	0.00103376279513
1	8	0.0490460243104
1	7	0.0352249995261
1	17	7.46875472119e-05
1	11	0.0608221925664
1	5	0.174156527723
1	11	0.00540347768745
1	13	0.0287771494416
1	16	8.27815570688e-06
1	14	0.000899123853905
1	15	0.00304892926766
1	19	8.89071223923e-06
1	11	4.73069127454e-05
1	15	0.000880529230828
1	13	0.0195966315379
1	6	0.143853913368
1	10	0.000214443973603
1	12	0.0062607528471
1	11	0.000458095951757
1	14	0.00121433837218
1	12	0.000926372592063
1	9	0.0055460461957
1	13	0.00148597471452
1	7	0.213100099618
1	7	0.119669179346
1	11	8.23739310009e-05
1	8	0.0140601861227
1	13	0.0127961501355
1	10	0.0216524830534
1	9	0.277273478263
1	9	0.00032846932857
1	14	0.00896957564518
1	16	0.000707570146427
1	16	0.000398072552476
1	5	0.328882360494
1	13	0.00468787356894
1	10	0.00890517071275
1	11	0.0253563862578
1	14	8.79797806618e-05
1	13	0.0778455877597
1	9	0.0449559532573
1	9	0.105282041772
1	10	0.00416034535818
1	12	0.0031528779881
1	8	0.0744659902816
1	11	0.00179078895868
1	11	0.00316263255574
1	13	0.00346644270427
1	11	0.00145385499649
1	17	6.47555841638e-07
1	12	0.00269651668791
1	7	0.0611260830585
1	8	0.283384397739
1	6	0.605740816175
1	12	0.0330379725304
1	11	0.0127798600074
1	13	0.00401328533355
1	20	0.00208223094728
1	12	0.000443564276517
1	14	0.00289518252923
1	11	0.0558797542868
1	12	0.0341737579045
1	9	0.000361482543433
1	7	0.0116955880171
1	8	0.0379392312574
1	9	0.0254883281924
1	7	0.0391519920126
1	11	0.0104902400216
1	18	0.00172059547234
1	8	0.0691420447499
1	17	0.000232018022949
1	8	0.226803541022
1	17	1.58391071821e-05
1	12	0.00252810906836
1	10	0.0838071614528
1	8	0.0263928020843
1	9	0.0571523056194
1	7	0.0816587814299
1	8	0.174755962873
1	9	0.00152947637902
1	12	0.0756336640624
1	15	0.00145810604219
1	11	0.0175174212708
1	15	0.0516933448777
1	12	0.00157009652712
1	11	0.00908659910792
1	8	0.015285510123
1	10	0.00953068226356
1	10	0.00212823189055
1	11	0.0968029376173
1	17	0.000228916644684
1	10	0.332436061268
1	13	0.00036895987709
1	8	0.0424544785244
1	13	0.00319966847566
1	11	0.00100473620498
1	10	0.478915356249
1	15	0.0100155475551
1	11	0.00187545044192
1	9	0.00314177808926
1	9	0.0146730827376
1	7	0.072742057733
1	8	0.00598877134383
1	12	0.00155247376117
1	13	0.000272037772527
1	13	0.00491053038934
1	9	0.108676269923
1	9	0.132149687645
1	13	0.00165388560386
1	16	0.00125027883285
1	14	0.00853398501693
1	9	0.115940307655
1	5	0.1138140408
1	10	0.0291978768907
1	11	0.00887608432271
1	4	0.601642943224
1	16	0.0163056702346
1	10	0.000895869095947
1	12	0.00202542031126
1	7	0.0850618570146
1	8	0.0251302122574
1	12	0.00913704539352
1	14	0.0172215285804
1	9	0.00506662717132
1	9	0.000119626447471
1	17	0.00227653722994
1	10	0.00429905435023
1	10	0.0477985652152
1	11	0.00176264007704
1	14	3.17519490444e-05
1	10	0.00154842165535
1	14	0.0431631980766
1	20	1.9425268296e-06
1	16	5.63068209385e-05
1	16	0.00233785084313
1	11	0.00913935352403
1	12	0.000230323400093
1	17	0.000318965432992
1	12	0.000134637273523
1	13	0.00623457018574
1	10	0.000579726956282
1	10	0.120267248224
1	8	0.0330026230551
1	14	0.000596087916796
1	11	0.00461131618075
1	11	0.000219545459564
1	17	0.000678786358203
1	4	0.0851402871338
1	9	0.0806308375032
1	11	0.00635143804057
1	12	0.000117521125589
1	8	0.125244992941
1	9	0.000996278958758
1	15	0.000389077686121
1	12	0.134755751434
1	9	0.00138222620701
1	15	0.0443467651205
1	10	0.227916237302
1	10	0.134314885921
1	8	0.000900858971346
1	17	0.000746915947794
1	8	0.11478012764
1	17	9.160699036e-05
1	12	0.00110782010978
1	12	0.00522686298446
1	9	0.0878446822218
1	11	0.0125427005539
1	6	0.130909280358
1	17	0.00157378144002
1	13	0.0296629241607
1	13	0.00843954710245
1	17	1.72668960942e-05
1	12	0.0449604598453
1	16	0.00164948995968
1	12	0.00878576086316
1	13	0.00161804294807
1	8	0.0310152682877
1	10	0.0367043593653
1	11	0.00410083790022
1	12	0.0787338273055
1	9	0.00428955213669
1	7	0.340393812471
1	8	0.0228944311173
1	7	0.0855354017243
1	7	0.237813206249
1	14	0.0159930402746
1	11	0.0190856311788
1	11	9.08779761234e-05
1	5	0.0120883622929
1	10	0.0279762358993
1	10	0.00544336347935
1	10	0.000329583918641
1	12	0.00917824247645
1	9	0.0114808735752
1	9	0.00437685520214
1	15	0.000433705341684
1	5	0.311284683418
1	9	0.00130505024764
1	12	0.000865881011608
1	5	0.266055821639
1	15	0.285003755787
1	9	0.0417429979881
1	11	0.00316985102063
1	7	0.147989443466
1	8	0.0191878689409
1	9	0.0391096509837
1	12	0.0122954028607
1	12	0.000267040441551
1	16	0.00515361464704
1	7	0.142599734584
1	9	0.107175012969
1	8	0.00630351841786
1	9	0.691359492932
1	5	0.545415073736
1	8	0.0171161253067
1	13	0.0344856958795
1	9	0.0404436758554
1	8	0.0831951651033
1	11	0.0531736967318
1	11	0.0310049008287
1	11	0.0496294127311
1	9	0.0500058788882
1	7	0.1444275585
1	11	0.0350577327476
1	16	0.0449433187187
1	18	0.00178069999945
1	10	0.085707699511
1	11	0.000777062061195
1	11	0.00704957806044
1	9	0.00109030782801
1	11	0.0330964217105
1	8	0.0722434271145
1	14	0.00563249648647
1	12	0.229657974632
1	10	0.00398750254741
1	13	0.000528790093269
1	11	0.0175894492252
1	7	0.0820916411843
1	8	0.132071825898
1	10	0.00178382337431
1	16	0.00194023270245
1	11	0.000321012164902
1	14	0.00232036542972
1	13	0.00367277243935
1	7	0.203709293715
1	9	0.00624956569733
1	5	0.103910092222
1	13	0.000146291902981
1	6	1.54997625875
1	7	0.00073901478594
1	12	0.00344411648866
1	8	0.172005731812
1	13	0.0151824765601
1	17	0.000290247818847
1	8	0.0887436620206
1	8	0.158573094529
1	11	0.046690000892
1	13	0.00115515449607
1	9	0.000359386518032
1	12	0.000595007468862
1	11	0.0188778882282
1	9	3.86784623442e-05
1	7	0.136370554975
1	11	0.0533164314998
1	9	0.0176489383439
1	11	0.00124876433202
1	12	0.0257608243071
1	7	0.169141589997
1	13	4.33836708491e-05
1	11	0.000672953968421
1	12	0.00274590937701
1	8	0.0425326930146
1	14	0.00650042971446
1	15	0.000459905842388
1	11	0.00123536050157
1	8	0.11191015451
1	7	0.0336809550642
1	12	0.0100758920551
1	8	0.0567610478865
1	8	0.0249071741278
1	13	0.00143446258704
1	10	0.0275937393972
1	18	1.04006829939e-05
1	8	0.00444540514599
1	12	0.00112883396474
1	15	0.00819897060372
1	12	0.0373926690729
1	12	0.0288582650888
1	12	0.00358087758648
1	9	0.00507146201412
1	12	0.011568437535
1	7	0.156169018518
1	14	0.00502527339328
1	5	0.642597645904
1	10	0.0104098131107
1	11	0.00130119077987
1	17	0.0171991291165
1	13	0.0037507012323
1	14	0.000347767929696
1	11	0.00102137112771
1	5	0.0136303411531
1	11	0.000826372458251
1	10	0.0772870317601
1	8	0.193344460159
1	10	0.00573395362852
1	15	9.37228135893e-05
1	13	0.00671668578332
1	11	0.00878710922968
1	9	0.000708957227061
1	11	0.00546587714945
1	14	0.0421124536585
1	13	0.000222575959518
1	7	0.443738032448
1	13	0.0141908992553
1	7	0.0659139499606
1	13	0.00321158182215
1	13	0.00277784953125
1	9	0.133258839587
1	11	0.000693462586769
1	10	0.0289882503879
1	13	0.00196428007025
1	10	0.00149780756013
1	8	0.0719423900854
1	12	0.00319568271962
1	17	3.79630098814e-06
1	8	0.00966023659963
1	7	0.173630686597
1	9	0.00943070609927
1	14	4.93375856489e-05
1	13	0.00240729322405
1	8	0.00214660155009
1	9	0.0101517928313
1	9	0.00632991545549
1	14	0.00996717407114
2	7	0.0450713251105
2	8	0.0254640712878
2	10	0.126737554701
2	6	0.047993862387
2	13	0.00944229717359
2	14	0.00279405696434
2	9	0.0236871848391
2	10	0.000383498839309
2	8	0.0726973200513
2	12	0.00295358711079
2	5	0.116100019941
2	10	0.00541679026763
2	10	0.100696144019
2	10	0.0449163676766
2	13	0.052660817628
2	11	0.000980278730679
2	15	0.00174602270526
2	12	0.0930620219771
2	6	0.195397003174
2	13	0.000724864587624
2	9	0.0202591055945
2	8	0.145690779285
2	8	0.115031662187
2	8	0.0168634517137
2	8	0.115293504506
2	8	0.113948179429
2	12	0.00041263108702
2	9	0.0352361562407
2	12	0.00416463490897
2	8	0.144436825487
2	10	0.0371592392502
2	14	0.0495163136339
2	11	0.00712264383239
2	9	0.0251368429391
2	12	0.000230390394001
2	13	0.00497613144959
2	10	0.0501489646743
2	12	0.0813850720803
2	11	0.0270371244676
2	16	0.110512938887
2	5	0.279354701561
2	10	0.558936066462
2	12	0.0176654533505
2	11	0.0108578971816
2	12	0.00294451294381
2	6	0.0364712451858
2	12	0.0248798018046
2	11	0.00474183162402
2	10	0.19116056436
2	14	0.0123939173244
2	11	0.287438960287
2	10	0.00042960857039
2	10	0.0228162957545
2	11	0.0110674852689
2	9	0.116490414986
2	13	0.0866486912719
2	8	0.122199970112
2	9	0.0141133404628
2	8	0.0671718273853
2	11	0.035172203392
2	11	0.0142239945666
2	6	0.216688644548
2	9	0.0397583617706
2	11	0.000415264866875
2	14	0.0173034167634
2	11	0.000764305427684
2	8	0.124353680483
2	7	0.0376637428275
2	11	0.00528625904246
2	11	0.0305080205481
2	10	0.0523834757426
2	12	0.00607188986236
2	13	0.0038620559979
2	12	0.00361054808366
2	10	0.0223659175256
2	12	0.0107667724248
2	10	0.0176792133624
2	12	0.0301434477753
2	14	0.00468233121694
2	9	0.00558618076942
2	14	0.0326970801561
2	11	0.00986715420681
2	6	0.54930351831
2	10	0.0267289100625
2	13	0.0309932043246
2	12	0.0058383020914
2	10	0.00111717118876
2	14	0.00323356623165
2	9	0.00863533312177
2	11	0.05840053124
2	11	0.110031967433
2	9	0.00789131096385
2	13	0.0542036055286
2	9	0.0183881360973
2	9	0.111629229329
2	9	0.277866767619
2	13	0.0195194924335
2	12	0.000274702942
2	8	0.435843624867
2	10	0.0212243034623
2	12	0.00602518246057
2	11	0.0344464204288
2	14	0.00574778305231
2	10	0.183855688915
2	6	0.245195377276
2	10	0.0135904997728
2	9	0.00170328610754
2	10	0.005333113555
2	11	0.118850787516
2	9	0.0109903864468
2	10	0.0774682146779
2	13	0.0380550315228
2	10	0.00695231774234
2	13	0.019542157181
2	9	0.210864487691
2	10	0.000251092662515
2	8	0.0651063368647
2	9	0.0170050520765
2	14	0.0279645561758
2	3	0.151314080274
2	13	0.000109924072427
2	10	0.0010343431747
2	10	0.007055531356
2	8	0.0460715664822
2	13	0.00041397311532
2	14	0.00224166341616
2	14	0.0067509961149
2	14	0.02392518181
2	8	0.288900709143
2	7	0.145831757048
2	10	0.0413622820208
2	15	0.00476786417856
2	6	0.113885965447
2	8	0.0248793375537
2	9	0.0052311753498
2	13	0.0285518081213
2	15	0.00156201656786
2	10	0.0285470974499
2	10	0.000706962254401
2	11	0.00274659869297
2	9	0.0804701181541
2	10	0.0139361916558
2	10	0.0322004945068
2	12	0.00902793426397
2	8	0.0348337426257
2	6	0.0806218971145
2	12	0.0957240969641
2	11	0.0174057516723
2	14	0.00326576892198
2	11	0.00192333658416
2	11	0.00301295144063
2	11	0.00234039814855
2	5	0.471857710558
2	15	0.00967599691717
2	10	0.00237563967901
2	11	0.000219936283099
2	6	0.0602625145682
2	8	0.0296990414916
2	13	0.0413862473572
2	9	0.424224495429
2	11	0.0356385751206
2	11	0.00954725090261
2	13	0.0361525856102
2	11	0.0522450872107
2	9	0.00316835365264
2	9	0.137478464011
2	11	0.0222565272518
2	7	0.22402961188
2	16	0.000233789562594
2	10	0.0765735439051
2	10	0.00540189035303
2	10	0.0107594524865
2	10	0.0116380204328
2	9	0.00400358437789
2	10	0.0257694410432
2	12	0.051541455222
2	12	0.00197323239238
2	12	0.097054731099
2	10	0.00860992225455
2	11	0.0135452484109
